id,source,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,name_sentiment,description_length,description_sentiment,neighborhood_overview_length,neighborhood_overview_sentiment,host_name_first_letter,predicted_gender,host_about_length,host_about_sentiment,same_neighbourhood,bathrooms_number,bathrooms_type,amenities_count
528022,0.0,2594559.0,3830.0,2.0,87.0,96.0,1.0,1.0,1.0,1.0,1.0,52.39114,4.88846,20.0,2.0,2.0,1.0,1.0,100.0,2.0,30.0,2.0,2.0,30.0,30.0,2.0,30.0,1.0,4.0,16.0,29.0,212.0,248.0,37.0,3.0,2251.0,7.0,4.85,4.88,4.83,4.93,4.9,4.78,4.72,0.0,1.0,0.0,1.0,0.0,3.3,14.0,0.0,1000.0,3.2166666666666672,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.5,1.0,20.0
2818,0.0,3159.0,5185.0,4.0,100.0,100.0,2.0,1.0,1.0,1.0,1.0,52.36435,4.94358,34.0,2.0,2.0,1.0,2.0,59.0,3.0,28.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,1.0,6.0,27.0,27.0,27.0,314.0,29.0,1.0,4998.0,29.0,4.89,4.93,4.99,4.97,4.98,4.69,4.81,0.0,1.0,0.0,1.0,0.0,1.88,41.0,0.5333333333333333,1000.0,0.2587301587301587,954.0,0.9950000000000001,4.0,1.0,329.0,0.75,0.0,1.5,2.0,44.0
20168,1.0,59484.0,4751.0,4.0,100.0,98.0,1.0,3.0,5.0,1.0,1.0,52.36407,4.89393,37.0,2.0,2.0,1.0,1.0,106.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,4661.0,970.0,4.44,4.69,4.79,4.63,4.62,4.87,4.49,1.0,2.0,0.0,2.0,0.0,2.18,44.0,0.0,1000.0,1.0875,561.0,0.8125,1.0,1.0,33.0,-0.16666666666666666,0.0,1.0,1.0,16.0
27886,0.0,97647.0,4640.0,4.0,100.0,100.0,2.0,1.0,1.0,1.0,1.0,52.38761,4.89188,31.0,2.0,2.0,1.0,1.0,140.0,2.0,356.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,0.0,17.0,32.0,40.0,243.0,17.0,5.0,3983.0,8.0,4.94,4.93,4.95,4.95,4.92,4.89,4.79,1.0,1.0,0.0,1.0,0.0,1.83,49.0,0.5,1000.0,7.264285714285714,42.0,1.7166666666666668,6.0,1.0,228.0,0.5523809523809524,0.0,1.5,1.0,52.0
28871,0.0,124245.0,4589.0,3.0,100.0,100.0,2.0,2.0,2.0,1.0,1.0,52.36775,4.89092,34.0,2.0,2.0,1.0,1.0,75.0,2.0,1825.0,2.0,2.0,1825.0,1825.0,2.0,1825.0,1.0,0.0,3.0,8.0,91.0,454.0,84.0,7.0,4488.0,15.0,4.88,4.93,4.89,4.95,4.94,4.97,4.83,0.0,2.0,0.0,2.0,0.0,3.03,23.0,0.4,704.0,2.455952380952381,44.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,20.0
29051,0.0,124245.0,4589.0,3.0,100.0,100.0,2.0,2.0,2.0,1.0,1.0,52.36584,4.89111,34.0,2.0,1.0,1.0,1.0,55.0,2.0,730.0,2.0,2.0,730.0,730.0,2.0,730.0,1.0,0.0,4.0,11.0,142.0,602.0,82.0,3.0,4282.0,17.0,4.79,4.88,4.85,4.91,4.91,4.88,4.77,0.0,2.0,0.0,2.0,0.0,4.22,23.0,0.3285714285714286,824.0,2.455952380952381,74.0,0.8363636363636363,5.0,1.0,2.0,0.0,0.0,1.0,2.0,20.0
44391,1.0,194779.0,4502.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,52.37168,4.91471,12.0,0.0,4.0,2.0,2.0,240.0,3.0,730.0,3.0,3.0,730.0,730.0,3.0,730.0,1.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0,4463.0,107.0,4.72,4.68,4.45,4.95,4.9,4.68,4.5,0.0,1.0,1.0,0.0,0.0,0.3,47.0,0.0,1000.0,3.83452380952381,198.0,0.5,10.0,1.0,58.0,0.5,0.0,1.5,1.0,32.0
49552,0.0,225987.0,4473.0,3.0,100.0,92.0,2.0,1.0,2.0,1.0,1.0,52.38028,4.89089,7.0,0.0,3.0,2.0,2.0,260.0,3.0,1125.0,1.0,4.0,1125.0,1125.0,3.0,1125.0,1.0,3.0,25.0,38.0,175.0,451.0,59.0,5.0,4420.0,13.0,4.92,4.92,4.91,4.95,4.97,4.98,4.78,0.0,1.0,1.0,0.0,0.0,3.06,44.0,0.5,1000.0,7.264285714285715,1000.0,4.979166666666666,10.0,2.0,1005.0,7.053138528138529,0.0,1.0,1.0,48.0
50523,0.0,231946.0,4467.0,4.0,100.0,99.0,2.0,1.0,2.0,1.0,1.0,52.36811,4.88262,19.0,2.0,2.0,1.0,1.0,127.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,1.0,4.0,21.0,39.0,211.0,363.0,50.0,2.0,4353.0,22.0,4.87,4.9,4.88,4.87,4.85,4.94,4.83,0.0,1.0,0.0,1.0,0.0,2.5,34.0,-0.1,1000.0,4.1060606060606055,0.0,0.0,18.0,1.0,88.0,0.0,0.0,1.0,1.0,19.0
55868,1.0,264178.0,4432.0,4.0,100.0,25.0,1.0,1.0,1.0,1.0,1.0,52.35597,4.88512,12.0,0.0,4.0,2.0,2.0,149.0,3.0,21.0,3.0,3.0,21.0,21.0,3.0,21.0,1.0,1.0,2.0,2.0,31.0,95.0,0.0,0.0,4354.0,1067.0,4.86,4.91,4.86,4.95,4.98,4.95,4.8,0.0,1.0,1.0,0.0,0.0,0.65,35.0,0.1,1000.0,3.2274350649350647,263.0,0.2625,3.0,1.0,903.0,6.672727272727274,0.0,1.5,1.0,22.0
62015,1.0,301340.0,4391.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,52.36431,4.93122,12.0,0.0,2.0,1.0,1.0,120.0,2.0,6.0,2.0,2.0,6.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,4354.0,386.0,4.91,4.94,4.88,5.0,4.94,4.68,4.59,0.0,1.0,1.0,0.0,0.0,0.25,35.0,1.5499999999999998,1000.0,2.83939393939394,154.0,1.0,10.0,0.0,311.0,4.3999999999999995,0.0,1.5,1.0,25.0
80635,0.0,436145.0,4287.0,4.0,100.0,100.0,2.0,4.0,4.0,1.0,1.0,52.37828,4.8944,29.0,2.0,1.0,1.0,1.0,113.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,1.0,14.0,14.0,14.0,14.0,238.0,10.0,3.0,4275.0,9.0,4.77,4.74,4.82,4.85,4.79,4.95,4.58,1.0,4.0,0.0,4.0,0.0,1.67,34.0,0.5,1000.0,4.414285714285714,0.0,0.0,18.0,2.0,217.0,0.7285714285714286,0.0,1.5,1.0,29.0
82482,0.0,186729.0,4510.0,4.0,100.0,100.0,2.0,1.0,2.0,1.0,1.0,52.36968,4.88122,8.0,0.0,4.0,1.0,2.0,119.0,2.0,28.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,4.0,16.0,24.0,224.0,958.0,64.0,0.0,4188.0,34.0,4.5,4.58,4.3,4.77,4.72,4.92,4.44,0.0,1.0,1.0,0.0,0.0,6.86,35.0,0.0,1000.0,3.783333333333333,319.0,2.4,19.0,0.0,542.0,3.142424242424242,0.0,1.0,1.0,54.0
91535,0.0,494281.0,4259.0,4.0,100.0,100.0,2.0,1.0,1.0,1.0,1.0,52.35774,4.89647,20.0,2.0,2.0,1.0,1.0,170.0,1.0,18.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1.0,15.0,15.0,15.0,15.0,106.0,56.0,0.0,4150.0,36.0,4.77,4.87,4.65,4.84,4.85,4.91,4.68,1.0,1.0,0.0,1.0,0.0,0.77,48.0,0.0,1000.0,4.110714285714286,292.0,0.34444444444444444,13.0,1.0,306.0,0.7,0.0,1.5,1.0,28.0
97221,0.0,195859.0,4501.0,4.0,100.0,99.0,1.0,2.0,2.0,1.0,1.0,52.34801,4.83639,19.0,2.0,2.0,1.0,2.0,61.0,2.0,8.0,2.0,2.0,8.0,8.0,2.0,8.0,1.0,3.0,14.0,30.0,288.0,256.0,50.0,5.0,4168.0,14.0,4.59,4.67,4.88,4.73,4.75,4.33,4.47,0.0,2.0,0.0,2.0,0.0,1.84,27.0,0.85,1000.0,5.029696969696971,0.0,0.0,7.0,1.0,120.0,-0.030303030303030304,1.0,1.0,2.0,14.0
137026,0.0,670266.0,4200.0,2.0,80.0,30.0,1.0,1.0,3.0,1.0,1.0,52.35178,4.90699,14.0,0.0,4.0,4.0,4.0,265.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,1.0,1.0,1.0,24.0,101.0,4.0,0.0,3989.0,106.0,4.76,4.79,4.71,4.96,4.87,4.83,4.63,0.0,1.0,1.0,0.0,0.0,0.76,35.0,0.0,1000.0,2.580952380952381,616.0,2.775,20.0,2.0,199.0,0.75,0.0,2.5,1.0,50.0
155548,1.0,748161.0,4179.0,0.0,100.0,100.0,1.0,1.0,2.0,1.0,0.0,52.3642,4.92829,12.0,0.0,3.0,1.0,1.0,200.0,3.0,15.0,3.0,3.0,15.0,15.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4087.0,1203.0,4.76,4.76,4.81,4.81,4.86,4.33,4.52,0.0,1.0,1.0,0.0,0.0,0.15,33.0,0.0,1000.0,4.983333333333333,0.0,0.0,13.0,0.0,447.0,1.5977272727272727,0.0,1.5,1.0,32.0
162467,0.0,776296.0,4172.0,2.0,60.0,44.0,1.0,1.0,1.0,1.0,1.0,52.3627,4.85693,12.0,0.0,2.0,1.0,1.0,145.0,3.0,21.0,3.0,3.0,21.0,21.0,3.0,21.0,1.0,0.0,13.0,39.0,253.0,63.0,3.0,0.0,3604.0,138.0,4.76,4.82,4.66,4.9,4.92,4.69,4.53,0.0,1.0,1.0,0.0,0.0,0.52,42.0,0.33636363636363636,1000.0,4.283333333333334,372.0,0.7,14.0,0.0,232.0,2.0613636363636365,0.0,1.0,1.0,30.0
168769,0.0,436145.0,4287.0,4.0,100.0,100.0,2.0,4.0,4.0,1.0,1.0,52.37956,4.89359,41.0,2.0,1.0,1.0,1.0,111.0,3.0,1124.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,1.0,19.0,19.0,19.0,19.0,277.0,9.0,4.0,4086.0,13.0,4.59,4.66,4.77,4.77,4.7,4.96,4.39,0.0,4.0,0.0,4.0,0.0,2.03,46.0,0.0,1000.0,5.1499999999999995,0.0,0.0,18.0,2.0,217.0,0.7285714285714286,0.0,1.5,1.0,24.0
169356,0.0,806976.0,4165.0,2.0,100.0,80.0,1.0,1.0,1.0,1.0,1.0,52.38104,4.88306,5.0,0.0,2.0,1.0,1.0,195.0,8.0,16.0,8.0,8.0,1125.0,1125.0,8.0,1125.0,1.0,1.0,31.0,57.0,116.0,26.0,2.0,0.0,4099.0,246.0,5.0,5.0,5.0,5.0,5.0,4.96,4.96,0.0,1.0,1.0,0.0,0.0,0.19,49.0,0.0,1000.0,8.983333333333333,506.0,1.1083333333333334,14.0,2.0,545.0,3.4,0.0,1.0,1.0,28.0
171054,1.0,815989.0,4163.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,52.36768,4.86646,12.0,0.0,3.0,2.0,3.0,120.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,4158.0,1468.0,4.75,4.82,4.77,4.96,4.97,4.73,4.75,0.0,1.0,1.0,0.0,0.0,0.74,33.0,-0.1,1000.0,3.1893939393939394,106.0,1.2363636363636363,11.0,2.0,1.0,0.0,0.0,1.0,1.0,26.0
179528,0.0,856540.0,4153.0,4.0,100.0,100.0,2.0,2.0,2.0,1.0,1.0,52.34332,4.89484,12.0,0.0,3.0,2.0,2.0,380.0,21.0,100.0,21.0,21.0,1125.0,1125.0,21.0,1125.0,1.0,25.0,43.0,47.0,265.0,32.0,3.0,0.0,4103.0,52.0,4.55,4.76,4.38,4.83,4.9,4.66,4.43,0.0,2.0,1.0,0.0,0.0,0.23,33.0,0.5,1000.0,1.8416666666666663,153.0,0.0,16.0,1.0,91.0,0.0,0.0,1.5,1.0,41.0
188347,1.0,907405.0,4143.0,3.0,100.0,90.0,2.0,2.0,3.0,1.0,1.0,52.3683,4.85446,34.0,2.0,2.0,1.0,1.0,60.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,384.0,15.0,0.0,4121.0,76.0,4.65,4.7,4.81,4.84,4.87,4.49,4.51,0.0,2.0,1.0,1.0,0.0,2.79,33.0,0.1666666666666667,1000.0,3.9999999999999996,212.0,1.1833333333333331,25.0,2.0,525.0,6.022727272727273,0.0,1.0,2.0,29.0
189754,0.0,915591.0,4142.0,4.0,100.0,99.0,2.0,1.0,1.0,1.0,1.0,52.37548,4.89398,10.0,0.0,4.0,1.0,3.0,220.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,4.0,18.0,18.0,50.0,272.0,66.0,9.0,4097.0,1.0,4.79,4.87,4.82,4.94,4.96,4.94,4.66,1.0,1.0,1.0,0.0,0.0,1.99,33.0,0.0,1000.0,3.539285714285714,329.0,1.9266666666666667,13.0,2.0,776.0,0.8,0.0,1.0,1.0,66.0
213371,1.0,1100324.0,4112.0,2.0,100.0,20.0,1.0,1.0,2.0,1.0,1.0,52.3515,4.89656,12.0,0.0,4.0,3.0,4.0,200.0,14.0,65.0,14.0,14.0,65.0,65.0,14.0,65.0,1.0,9.0,20.0,20.0,20.0,22.0,0.0,0.0,4101.0,1190.0,4.86,4.85,4.24,4.95,5.0,4.86,4.62,0.0,1.0,1.0,0.0,0.0,0.16,47.0,0.0,1000.0,3.719047619047619,0.0,0.0,8.0,1.0,562.0,4.372727272727273,0.0,1.5,1.0,33.0
214531,0.0,1107389.0,4110.0,0.0,100.0,63.0,1.0,1.0,1.0,1.0,0.0,52.37169,4.89446,34.0,2.0,3.0,1.0,2.0,115.0,3.0,50.0,3.0,3.0,50.0,50.0,3.0,50.0,1.0,0.0,0.0,0.0,0.0,175.0,6.0,0.0,4046.0,162.0,4.82,4.87,4.77,4.88,4.84,4.89,4.74,0.0,1.0,0.0,1.0,0.0,1.3,35.0,-0.1,1000.0,2.858333333333333,196.0,0.15000000000000002,8.0,1.0,77.0,0.5,0.0,1.0,1.0,22.0
219276,0.0,1135329.0,4105.0,4.0,100.0,100.0,1.0,1.0,2.0,1.0,0.0,52.36883,4.88749,27.0,2.0,2.0,1.0,1.0,300.0,2.0,760.0,2.0,2.0,760.0,760.0,2.0,760.0,1.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,3779.0,43.0,4.88,5.0,4.88,5.0,5.0,5.0,4.56,0.0,1.0,0.0,1.0,0.0,0.13,46.0,-0.1,1000.0,0.7000000000000001,0.0,0.0,1.0,2.0,219.0,0.0,0.0,1.0,1.0,19.0
222516,1.0,1155595.0,4100.0,4.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,52.36271,4.85875,12.0,0.0,2.0,1.0,1.0,119.0,3.0,21.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,1.0,0.0,0.0,0.0,0.0,139.0,4.0,0.0,4067.0,91.0,4.71,4.82,4.77,4.87,4.88,4.54,4.54,0.0,1.0,1.0,0.0,0.0,1.03,47.0,0.0,1000.0,7.78452380952381,522.0,1.9749999999999996,1.0,1.0,331.0,3.7,0.0,1.5,1.0,31.0
245927,0.0,1005087.0,4123.0,4.0,100.0,100.0,2.0,1.0,3.0,1.0,1.0,52.36815,4.88604,7.0,0.0,4.0,2.0,3.0,439.0,2.0,180.0,2.0,6.0,1125.0,1125.0,2.5,1125.0,1.0,1.0,15.0,42.0,264.0,161.0,31.0,0.0,3872.0,57.0,4.84,4.91,4.89,4.86,4.88,4.97,4.61,1.0,1.0,1.0,0.0,0.0,1.25,50.0,0.0,1000.0,4.928571428571428,195.0,2.35,23.0,1.0,266.0,3.1,0.0,1.5,1.0,63.0
247805,0.0,1298735.0,4068.0,2.0,100.0,98.0,2.0,1.0,1.0,1.0,1.0,52.36707,4.87348,34.0,2.0,2.0,1.0,1.0,132.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,1.0,9.0,34.0,64.0,215.0,383.0,36.0,3.0,4036.0,12.0,4.87,4.93,4.89,4.94,4.95,4.86,4.75,0.0,1.0,0.0,1.0,0.0,2.85,35.0,0.0,1000.0,2.4541666666666666,0.0,0.0,3.0,0.0,219.0,3.7863636363636366,0.0,1.5,1.0,45.0
252080,0.0,1322517.0,4062.0,2.0,100.0,50.0,1.0,1.0,1.0,1.0,1.0,52.36936,4.90963,9.0,0.0,4.0,2.0,2.0,350.0,4.0,30.0,4.0,4.0,30.0,30.0,4.0,30.0,1.0,5.0,5.0,13.0,80.0,14.0,3.0,0.0,3989.0,48.0,4.92,4.92,4.92,4.85,5.0,4.92,4.77,0.0,1.0,1.0,0.0,0.0,0.11,35.0,0.6000000000000001,1000.0,4.680952380952381,0.0,0.0,5.0,1.0,699.0,5.75,0.0,3.5,1.0,15.0
254800,1.0,1337537.0,4058.0,0.0,100.0,72.0,2.0,1.0,1.0,1.0,1.0,52.37122,4.88211,12.0,0.0,2.0,1.0,1.0,475.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,0.0,0.0,0.0,0.0,63.0,8.0,0.0,3492.0,52.0,4.94,4.94,4.87,4.98,4.94,5.0,4.67,0.0,1.0,1.0,0.0,0.0,0.54,32.0,0.5000000000000001,1000.0,4.0476190476190474,192.0,-0.1,4.0,1.0,160.0,0.4,0.0,1.5,1.0,32.0
255809,0.0,1344947.0,4056.0,3.0,100.0,94.0,2.0,2.0,3.0,1.0,1.0,52.34416,4.88709,32.0,2.0,4.0,2.0,2.0,164.0,2.0,20.0,2.0,2.0,20.0,20.0,2.0,20.0,1.0,6.0,27.0,52.0,144.0,149.0,43.0,5.0,3873.0,5.0,4.87,4.89,4.94,4.9,4.89,4.78,4.69,0.0,1.0,0.0,1.0,0.0,1.15,46.0,0.9,1000.0,1.3875000000000002,535.0,2.2444444444444445,6.0,2.0,250.0,1.7,0.0,1.0,1.0,48.0
262394,1.0,1376607.0,4047.0,0.0,100.0,100.0,1.0,1.0,3.0,1.0,1.0,52.35695,4.85234,34.0,2.0,2.0,1.0,1.0,88.0,3.0,30.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,1.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,3890.0,1155.0,4.83,4.83,4.86,4.98,4.95,4.69,4.66,0.0,1.0,0.0,1.0,0.0,0.87,33.0,0.7,1000.0,5.375649350649351,195.0,2.1999999999999997,13.0,1.0,416.0,1.2977272727272728,0.0,1.0,1.0,18.0
274688,0.0,1435990.0,4030.0,3.0,100.0,33.0,1.0,1.0,1.0,1.0,1.0,52.37977,4.85574,5.0,0.0,2.0,1.0,1.0,146.0,3.0,30.0,3.0,3.0,30.0,30.0,3.0,30.0,1.0,5.0,5.0,5.0,5.0,43.0,0.0,0.0,3990.0,1213.0,4.85,4.86,4.88,4.95,4.86,4.49,4.72,0.0,1.0,1.0,0.0,0.0,0.32,39.0,0.4,1000.0,6.75,319.0,2.8000000000000003,13.0,0.0,742.0,2.7,1.0,1.0,1.0,37.0
274706,0.0,1436134.0,4030.0,4.0,100.0,75.0,1.0,1.0,1.0,1.0,1.0,52.36563,4.88454,12.0,0.0,4.0,2.0,2.0,300.0,3.0,40.0,3.0,3.0,40.0,40.0,3.0,40.0,1.0,0.0,0.0,6.0,6.0,40.0,5.0,0.0,3870.0,54.0,4.95,4.87,4.83,4.88,4.93,4.93,4.73,0.0,1.0,1.0,0.0,0.0,0.31,35.0,0.85,1000.0,5.615530303030303,0.0,0.0,22.0,0.0,65.0,0.8,0.0,1.0,1.0,45.0
283170,0.0,1451657.0,4025.0,3.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,52.35435,4.87316,12.0,0.0,12.0,5.0,12.0,986.0,2.0,90.0,2.0,2.0,90.0,90.0,2.0,90.0,1.0,30.0,60.0,90.0,270.0,117.0,7.0,0.0,3889.0,121.0,4.51,4.54,4.55,4.71,4.84,4.72,4.1,0.0,1.0,1.0,0.0,0.0,0.9,34.0,0.0,1000.0,4.517857142857143,0.0,0.0,13.0,1.0,173.0,2.0,0.0,1.5,1.0,70.0
286500,0.0,1491565.0,4013.0,4.0,100.0,100.0,2.0,2.0,2.0,1.0,1.0,52.37561,4.9,34.0,2.0,2.0,1.0,1.0,143.0,3.0,365.0,1.0,3.0,1125.0,1125.0,3.0,1125.0,1.0,3.0,14.0,27.0,244.0,340.0,38.0,2.0,3960.0,15.0,4.9,4.96,4.92,4.93,4.91,4.92,4.8,1.0,2.0,0.0,2.0,0.0,2.58,40.0,0.0,1000.0,4.383333333333334,663.0,0.44053030303030305,4.0,1.0,192.0,0.55,0.0,1.0,1.0,23.0
290701,0.0,1491565.0,4013.0,4.0,100.0,100.0,2.0,2.0,2.0,1.0,1.0,52.37561,4.9,29.0,2.0,2.0,1.0,1.0,146.0,3.0,365.0,2.0,3.0,1125.0,1125.0,3.0,1125.0,1.0,4.0,18.0,22.0,249.0,399.0,47.0,4.0,3941.0,6.0,4.86,4.93,4.91,4.93,4.9,4.92,4.76,1.0,2.0,0.0,2.0,0.0,3.04,49.0,0.0,1000.0,2.9166666666666665,398.0,0.9166666666666667,4.0,1.0,192.0,0.55,0.0,1.0,1.0,24.0
291752,0.0,1511330.0,4007.0,4.0,100.0,86.0,2.0,1.0,1.0,1.0,1.0,52.35179,4.91082,34.0,2.0,2.0,1.0,1.0,125.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,1.0,0.0,25.0,50.0,312.0,227.0,18.0,3.0,3990.0,5.0,4.87,4.93,4.84,4.93,4.92,4.76,4.72,0.0,1.0,0.0,1.0,0.0,1.71,32.0,0.01428571428571429,1000.0,4.960714285714285,1000.0,6.0387445887445885,20.0,1.0,84.0,0.5,0.0,1.0,1.0,19.0
304082,0.0,276068.0,4417.0,3.0,100.0,97.0,2.0,1.0,1.0,1.0,1.0,52.37239,4.89657,19.0,2.0,2.0,1.0,2.0,139.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,3.0,17.0,32.0,242.0,209.0,66.0,2.0,3910.0,24.0,4.77,4.77,4.67,4.88,4.83,4.9,4.6,0.0,1.0,0.0,1.0,0.0,1.6,46.0,0.0,1000.0,4.683333333333334,0.0,0.0,13.0,2.0,904.0,8.183333333333334,0.0,1.5,1.0,41.0
304143,1.0,1565319.0,3988.0,4.0,100.0,100.0,1.0,1.0,2.0,1.0,1.0,52.3623,4.92028,1.0,0.0,2.0,1.0,1.0,88.0,3.0,30.0,3.0,3.0,30.0,30.0,3.0,30.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,3944.0,1003.0,4.55,4.85,4.06,4.91,4.86,4.85,4.44,0.0,1.0,1.0,0.0,0.0,0.4,43.0,1.125,1000.0,5.780833333333334,187.0,-0.30000000000000004,4.0,1.0,351.0,0.7000000000000002,0.0,1.0,1.0,30.0
306852,0.0,1141485.0,4103.0,0.0,100.0,83.0,1.0,3.0,3.0,1.0,1.0,52.35931,4.89844,12.0,0.0,4.0,2.0,2.0,200.0,4.0,21.0,4.0,4.0,21.0,21.0,4.0,21.0,1.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,3734.0,189.0,4.61,4.68,4.61,4.84,4.87,4.9,4.65,0.0,3.0,2.0,1.0,0.0,0.25,42.0,0.2571428571428571,1000.0,0.8833333333333333,0.0,0.0,7.0,2.0,119.0,1.7750000000000001,0.0,1.5,1.0,18.0
307497,0.0,176944339.0,1735.0,0.0,100.0,100.0,1.0,2.0,2.0,1.0,1.0,52.39185,4.8869,1.0,0.0,16.0,10.0,26.0,1002.0,2.0,30.0,2.0,2.0,30.0,30.0,2.0,30.0,1.0,1.0,1.0,1.0,173.0,105.0,6.0,0.0,3738.0,34.0,4.87,4.81,4.71,4.85,4.88,4.58,4.48,0.0,2.0,2.0,0.0,0.0,0.84,33.0,0.0,1000.0,5.7923160173160175,489.0,0.9363636363636363,4.0,1.0,0.0,0.0,0.0,2.5,1.0,28.0
307621,0.0,1141485.0,4103.0,0.0,100.0,83.0,1.0,3.0,3.0,1.0,1.0,52.35871,4.89616,12.0,0.0,2.0,1.0,1.0,125.0,3.0,21.0,3.0,3.0,21.0,21.0,3.0,21.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3534.0,2599.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,2.0,1.0,0.0,0.02,34.0,0.6,1000.0,3.275,0.0,0.0,7.0,2.0,119.0,1.7750000000000001,0.0,0.0,0.0,8.0
308028,0.0,1141485.0,4103.0,0.0,100.0,83.0,1.0,3.0,3.0,1.0,1.0,52.35972,4.8975,34.0,2.0,2.0,1.0,1.0,95.0,3.0,10.0,3.0,3.0,10.0,10.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,3177.0,860.0,4.77,4.71,4.71,4.94,4.91,4.91,4.69,0.0,3.0,2.0,1.0,0.0,0.33,35.0,0.0,1000.0,2.1916666666666664,0.0,0.0,7.0,2.0,119.0,1.7750000000000001,0.0,0.5,1.0,11.0
311124,0.0,1600010.0,3980.0,2.0,100.0,62.0,1.0,1.0,1.0,1.0,0.0,52.37104,4.87713,12.0,0.0,2.0,1.0,1.0,350.0,5.0,15.0,3.0,5.0,4.0,15.0,5.0,11.0,1.0,17.0,47.0,77.0,352.0,86.0,3.0,0.0,3870.0,81.0,4.76,4.72,4.79,4.9,4.92,4.93,4.59,0.0,1.0,1.0,0.0,0.0,0.67,49.0,0.7000000000000001,1000.0,5.613030303030304,127.0,1.2963636363636362,1.0,2.0,191.0,2.436363636363636,0.0,1.0,1.0,43.0
327285,0.0,1672823.0,3962.0,4.0,100.0,100.0,1.0,2.0,6.0,1.0,1.0,52.35625,4.89323,29.0,2.0,4.0,1.0,6.0,221.0,2.0,30.0,1.0,3.0,30.0,30.0,2.3,30.0,1.0,4.0,31.0,57.0,57.0,542.0,7.0,1.0,3920.0,4.0,4.94,4.91,4.91,4.98,4.99,4.91,4.84,1.0,2.0,0.0,2.0,0.0,4.15,35.0,0.85,1000.0,2.0916666666666663,1000.0,2.6488636363636364,5.0,0.0,660.0,3.0227272727272725,0.0,1.5,1.0,67.0
